reconciliation_owner_status,remittance_advice_remark_code,remittance_advice_remark_code_description,claim_adjustment_reason_code,claim_adjustment_reason_code_description,no_approved_resubmissions,list_approved_resubmissions,no_rejected_resubmissions,list_rejected_resubmissions,no_denied_resubmissions,list_denied_resubmissions,no_partially_denied_resubmissions,list_partially_denied_resubmissions,unworked_claims_count,unworked_claims_list
ATHELAS_RESPONSIBILITY,M13,Only one initial visit is covered per specialty per medical group.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},3,"{154209,154220,162530}",0,{null},0,""
ATHELAS_RESPONSIBILITY,MA13,Alert: You may be subject to penalties if you bill the patient for amounts not reported with the PR (patient responsibility) group code.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{557954},0,{null},2,"{630308,635942}"
NON_WORKABLE,MA13,Alert: You may be subject to penalties if you bill the patient for amounts not reported with the PR (patient responsibility) group code.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{483937},0,{null},4,"{254863,584079,584138,603151}"
ATHELAS_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",51,"{69946,69952,69953,73087,87757,93626,103751,103962,108249,113773,118404,118441,121839,128665,131506,131562,131584,131589,131597,131765,131906,132190,132216,153673,153677,153695,153711,153715,153850,153863,154155,154171,154175,154180,154181,154183,154223,154236,154243,154255,154566,154568,154574,154578,154596,154626,154666,154672,154673,155795,163967,null}",1,"{69937,null}",65,"{39914,48989,48992,51559,51561,51562,51564,51565,51569,51575,51589,52319,69899,69923,69926,69939,75757,77632,77633,77642,77645,94028,95637,104047,108271,117135,117178,118732,118817,118823,129025,130409,130842,131402,131557,131700,131707,131810,131876,131884,131892,131982,132227,132232,132237,132242,132246,132249,132257,154207,154209,154220,154591,154628,154630,154631,155799,162530,162555,162601,162619,176440,176770,176910,176912}",23,"{51560,69948,130398,153663,153669,153684,153705,153707,153714,153765,153852,153855,153857,153858,154184,154565,154570,154640,154668,154670,154671,155511,176769,null}",1,{176910}
NON_WORKABLE,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",26,"{51568,51570,51571,51574,51576,51577,51578,51579,51580,51581,51582,51583,51584,51585,51586,51587,51588,51590,51593,67403,67404,77625,131827,131865,154231,154583,null}",0,{null},122,"{48993,51594,69854,69882,69890,69895,69909,69928,69930,69932,69938,69940,69942,69943,69950,77635,77637,77641,77665,77748,79754,85064,85171,85292,85302,87717,87724,88218,91108,91154,93643,93656,93678,93694,93697,103737,103754,103756,103941,103947,106371,108304,108307,108310,108314,108353,108370,108895,117174,117175,117179,117180,118382,118390,118410,118418,118452,118502,118505,118531,118566,118578,118581,118588,118601,118608,118617,118623,118634,118643,118654,118658,118663,118695,118698,118705,118711,118741,118749,118832,118855,118858,118872,118873,118874,119300,119304,119307,119315,119325,127480,130389,130396,131511,131558,131604,155791,155792,155793,155796,155797,155798,155800,155801,155802,155803,155804,155805,155806,155807,155808,155809,155810,155811,155812,155814,155816,155817,155868,155870,155879,155904}",8,"{51572,51591,51592,67400,69936,103705,131515,155794,null}",0,""
SITE_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},22,"{69947,103936,106321,131396,132220,132330,139636,139742,153690,153731,154148,154188,154217,154219,162542,162544,162590,162591,162624,176442,176911,176926}",0,{null},16,"{132220,153731,162542,162544,162591,162624,165174,165186,165214,165245,165261,165265,176416,176442,176911,176926}"
NON_WORKABLE,N425,Statutorily excluded service(s).,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},3,"{69940,119300,131511}",0,{null},0,""
SITE_RESPONSIBILITY,N425,Statutorily excluded service(s).,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{153731},0,{null},1,{153731}
ATHELAS_RESPONSIBILITY,N574,Our records indicate the ordering/referring provider is of a type/specialty that cannot order or refer. Please verify that the claim ordering/referring provider information is accurate or contact the ordering/referring provider.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{557954},0,{null},2,"{630308,635942}"
NON_WORKABLE,N574,Our records indicate the ordering/referring provider is of a type/specialty that cannot order or refer. Please verify that the claim ordering/referring provider information is accurate or contact the ordering/referring provider.,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{483937},0,{null},4,"{254863,584079,584138,603151}"
ATHELAS_RESPONSIBILITY,N799,"Submitted identifier must be an individual identifier, not group identifier.",183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{628836}
ATHELAS_RESPONSIBILITY,,,184,"The prescribing/ordering provider is not eligible to prescribe/order the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",5,"{245346,608716,608723,624325,624333}"
NON_WORKABLE,,,184,"The prescribing/ordering provider is not eligible to prescribe/order the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{245287}
NON_WORKABLE,NO_RARC,Placeholder RARC,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},3,"{134413,134426,154587}",2,"{493288,534652,null}",0,""
SITE_RESPONSIBILITY,NO_RARC,Placeholder RARC,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{134438,534656}",0,{null},0,""
ATHELAS_RESPONSIBILITY,,,183,"The referring provider is not eligible to refer the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{154220,162530}",0,{null},0,""
ATHELAS_RESPONSIBILITY,,,184,"The prescribing/ordering provider is not eligible to prescribe/order the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},16,"{579874,579884,579885,579898,579904,608715,608716,608717,608718,608719,608720,608721,608722,608723,608724,608725}",0,{null},0,""
ATHELAS_RESPONSIBILITY,N684,Payment denied as this is a specialty claim submitted as a general claim.,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",2,"{262663,546945}",1,"{354526,null}",1,"{546945,null}",0,{null},1,{642706}
ATHELAS_RESPONSIBILITY,N704,Alert: You may not appeal this decision but can resubmit this claim/service with corrected information if warranted.,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{642706}
ATHELAS_RESPONSIBILITY,N767,The Medicaid state requires provider to be enrolled in the member's Medicaid state program prior to any claim benefits being processed.,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",5,"{84153,84157,84164,93957,563412,null}",23,"{105313,109626,110901,121627,121734,125740,154683,163963,166603,249129,249237,323969,331139,464256,479027,493125,548952,570749,570750,570751,586388,586389,586396,null}",56,"{82495,84086,84156,89463,89465,90217,129187,145553,154684,156312,309527,314039,344250,344251,493129,493133,493135,493137,493138,493141,493142,493143,493144,493145,493147,493148,493149,493150,493151,493153,493154,493155,493156,493157,493158,493159,493160,493161,493162,493163,493164,493165,493166,493167,493168,493169,493170,493171,493172,493173,493174,493175,561693,563450,584055,584225,null}",75,"{81736,84087,84088,84155,84158,84159,84160,84161,84162,84163,90209,102455,105312,138824,138825,138828,154678,154681,154682,211696,211698,211701,211702,211703,309527,531506,531531,554545,563357,563358,563394,563397,563398,563399,563400,563401,563402,563403,563404,563406,563407,563409,563410,563413,563415,563417,563418,563419,563420,563421,563422,563424,563425,563426,563427,563428,563431,563434,563436,563440,563441,563442,563443,563444,563445,563446,570752,570753,586384,586385,586386,586387,586390,586393,586395,null}",0,""
NON_WORKABLE,N767,The Medicaid state requires provider to be enrolled in the member's Medicaid state program prior to any claim benefits being processed.,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",2,"{493139,546004,null}",4,"{106488,249131,331123,331140,null}",35,"{84494,84497,89459,89460,89466,89468,89477,89478,89479,93944,105310,105311,108365,129203,138826,138827,154675,154676,154679,154680,211697,331142,331143,331145,426553,493126,493127,493136,493139,501628,563449,584045,584046,584050,584052,null}",16,"{84154,89173,89457,89458,89461,89462,89464,89467,89470,89471,90207,90208,102454,102502,154677,211700,null}",21,"{154676,154679,154680,223543,236683,240228,486562,486886,486890,486951,486985,487012,493126,493127,493136,495776,495781,495797,509295,551331,552485}"
SITE_RESPONSIBILITY,N767,The Medicaid state requires provider to be enrolled in the member's Medicaid state program prior to any claim benefits being processed.,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",8,"{563053,563059,563060,563063,563064,563066,563067,563068,null}",0,{null},11,"{493140,493152,563053,563059,563060,563063,563064,563066,563067,563068,563439}",0,{null},16,"{259073,259091,432290,461613,469777,471247,471804,486403,486672,486826,486860,486902,493152,571380,579833,579932}"
ATHELAS_RESPONSIBILITY,,,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{202932}
SITE_RESPONSIBILITY,,,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",5,"{30769,30773,172977,184715,205693}"
NON_WORKABLE,,,186,Level of care change adjustment.,0,"",0,"",0,"",0,"",1,{144063}
ATHELAS_RESPONSIBILITY,N95,This provider type/provider specialty may not bill this service.,185,"The rendering provider is not eligible to perform the service billed. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{102088,233847}",0,{null},0,""
